"Before Watchdog Mission, a Trail of Videos Warned of Chlorine Gas Attacks in Syria https:\/\/t.co\/gGfDu2w5D7",N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/MdfSWVUTDa,N/A
"Dozens killed in Syria air strikes, Syrian army attacks northwest https:\/\/t.co\/9W8M3oJOgy",N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria,Delhi
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria,N/A
"Before Watchdog Mission, a Trail of Videos Warned of Chlorine Gas Attacks in Syria https:\/\/t.co\/Z3CRh4ige6",N/A
"Before Watchdog Mission, a Trail of Videos Warned of Chlorine Gas Attacks in Syria https:\/\/t.co\/1AF9MNosPE",N/A
RT @amnesty: Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria https:\/\/t.co\/y82iqy\u2026,Canada
"RT @janaa_alaam: Air strike in Syria against the morning market in Kafranbel \u2013 as you can easily see, a clear military target https:\/\/t.co\/\u2026",Riyadh
RT @BREAKING_PTV: Syria\u2019s Saudi-backed opposition says Delegation leaders are leaving Geneva https:\/\/t.co\/WXVyDLUw4k,Canada
RT @sakirkhader: #Syria: At least 9 civilians killed in a regime airstrike on the road between the Bala town and Deir al-Asafir. https:\/\/t.\u2026,Canada
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/Ww4QxFCCnj,N/A
Strikes on Syria markets 'kill dozens' https:\/\/t.co\/tphqNcTuKS,N/A
"VIDEO - Killing his own people - Daraya, Syria - Barrel bombs https:\/\/t.co\/KZvBamPrgI via @YouTube",N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/r0nFaSB1NK,Delhi
RT @PeninsulaQatar: #Syria opposition says delegation leaders leaving #Geneva\nhttps:\/\/t.co\/RXDmneDwiO\n#SyriaTalks #\u0633\u0648\u0631\u064a\u0627 https:\/\/t.co\/hDtGv\u2026,Riyadh
RT @amnesty: Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria https:\/\/t.co\/y82iqy\u2026,Canada
#Dailystar White House says US still sees path forward for Syrian peace talks: The United Nations has n... https:\/\/t.co\/9eZLU7X6rw #Syria,Hawaii
"RT @BritainIsrael: Today's comment: @WSJ: What If Israel Had Given Up the Golan Heights? A Lesson for Syria\u2019s Crisis, by @aarondmiller2 htt\u2026",London
"#Dailystar Russia says some 'players' trying to derail Syria peace talks: agencies: Some \""players\"" are ... https:\/\/t.co\/OJANzO0HxZ #Syria",Hawaii
"RT @AmadFawwaz: Hai awak kat Malaysia, jangan lupa doakan saya kat Syria okayyy \ud83d\ude33\ud83d\ude33\ud83d\ude33\ud83d\ude2d https:\/\/t.co\/heLN7mARdz",Beijing
RT @rusincerely: @Bivi_17 https:\/\/t.co\/kDwO3q17v5,EuropeLondon
"Russia says some 'players' trying to derail Syria peace talks: agencies: Some \""players\"" are trying to... https:\/\/t.co\/5lNticxa26 #Lebanon",N/A
RT @holland_tom: On tonight's C4 News: should #Palmyra be rebuilt? https:\/\/t.co\/GyxkLfpp3L,London
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
RT @92Iran92: Syria: The United Nations-brokered Peace talks threatened as violence surges https:\/\/t.co\/0c7sE3zz1u #BreakingNew,Canada
RT @syriano100: Afshar: Mrs @Maryam_Rajavi has said that Syria is becoming an Iranaian quagmire  https:\/\/t.co\/wrqhcULClg https:\/\/t.co\/u381m\u2026,Island
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
RT @bjoernstritzel: Because those Syrians who want freedom are his real enemies. Nusra and ISIS are not. https:\/\/t.co\/OI9vQigJXZ,Canada
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
RT @Elizrael: Assad has to rely on foreigners to stay in power. Most Syrians aren't willing to fight to keep him in power https:\/\/t.co\/zVsS\u2026,Jerusalem
RT @OCHA_Syria: Trucks full of aid heading to besieged and hard-to-reach towns in Kafr Batna #Syria with @SYRedCrescent @UN https:\/\/t.co\/zx\u2026,Amsterdam
"RT @susanjfeingold: Russian Forces Remain Heavily Involved in Syria, Despite Appearances https:\/\/t.co\/sbuKJjrtKl How come I'm not surprised?",Canada
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
"Before Watchdog Mission, a Trail of Videos Warned of Chlorine Gas Attacks in Syria https:\/\/t.co\/25u0xyI4e6",N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
RT @moonnor27: Syrian children (under the rubble ) they victims of #Russia airstrikes on their house #warcrimes \n#Syria \nhttps:\/\/t.co\/EtREr\u2026,Minsk
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
"Via @SyrianDeveloper #Syria, Aleppo: Mother and baby martyred by airstrike on Salaheddin nbrhd. Tue, 19 Apr 2016. https:\/\/t.co\/epa6MQZQsT",Quito
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,Delhi
RT @MEChannelLive: Ja'afari : #Syria ready to discuss inclusive unity government,Paris
RT @syriano100: Afshar: Mrs @Maryam_Rajavi has said that Syria is becoming an Iranaian quagmire  https:\/\/t.co\/wrqhcULClg,Island
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in opposition-held northwe...,N/A
"RT @hamoud_almousa: from #Raqqa\nkeep calm and don't join #ISIS \ud83d\ude1c\nwe will stay fight ISIS by joke , pen and our dream \n#IS#ISL #Syria https:\u2026",Baghdad
"RT @BosnjoBoy: @BosnjoBoy (7) These are the points recaptured by #FSA, names not important, not marked on any map #Syria https:\/\/t.co\/cfAOw\u2026",Sarajevo
RT @moonnor27: Syrian children (under the rubble ) they victims of #Russia airstrikes on their house #warcrimes \n#Syria \nhttps:\/\/t.co\/EtREr\u2026,Minsk
[AW News] Denmark expands military mission against Islamic State into Syria via @ameborworld_com https:\/\/t.co\/TIw6YmIhk1,N/A
"RT @RT_com: German journalist traveling to Turkey-Syria border, detained in Istanbul https:\/\/t.co\/25VCYYlB1t https:\/\/t.co\/HkAYt0APy0",Canada
Strikes on Syria markets 'kill dozens' https:\/\/t.co\/dYJmTSgajm,London
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/xYNKw9llli,N/A
"RT @davidaslindsay: The public is certainly a lot more sophisticated than anyone who launched any of the wars in Afghanistan, Iraq, Libya o\u2026",Canada
"US-Led Coalition Conducts One Anti-Daesh Airstrike in Syria, 17 in Iraq https:\/\/t.co\/5cmUliNgYU",Bangkok
BBC: Strikes on Syria markets 'kill dozens' https:\/\/t.co\/n58ObCaVq1,N/A
Denmark expands military mission against Islamic State into Syria https:\/\/t.co\/lRRjsoZ2jb,Canada
RT @markito0171: #Syria Regime bombed northern #Homs towns today with 20+ airstrikes \nhttps:\/\/t.co\/LuwHPSkokM,Copenhagen
RT @RamiAlLolah: Hijab: #PYD\/#YPG terror group arrested 256 civilians (20 children; 35 women) and one died under torture by these criminals\u2026,Stockholm
RT @amnesty: Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria https:\/\/t.co\/y82iqy\u2026,Canada
Dozens dead in Syria strikes as opposition chiefs leave talks https:\/\/t.co\/6UCe3SjkfV,N/A
RT @tharagould: There's kids out there dying in Syria but you are all complaining because a guy called you hot instead of beautiful.,London
"Senior Burundi officer missing from post, officers say he fled: NAIROBI (Reuters) - A senior Bur... https:\/\/t.co\/9dmLzvdOzI #world #syria",Paris
RT @moonnor27: Syrian child his mother killed by Assad airstrikes he screaming let me die with her #warcrimes #Syria \nPainful \nhttps:\/\/t.co\u2026,Minsk
"NATO and Russia to meet, but grievances remain: BRUSSELS (Reuters) - Russian and NATO envoys are... https:\/\/t.co\/G3vlaXJzsD #world #syria",Paris
Denmark expands military mission against Islamic State into Syria https:\/\/t.co\/ZzL0twLgZY #World #News,Ljubljana
RT @amnesty: Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria https:\/\/t.co\/y82iqy\u2026,Canada
RT @4FreedominIran: #news #Syrianopposition:Rebels should react against Assad\u2019s army https:\/\/t.co\/98CPK4KrXc  #SyriaTalks  #Syria #UNSG htt\u2026,Athens
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/x9MduYBUAq,Canada
"The arc will appear in London, New York, Dubai and eventually Palmyra itself. https:\/\/t.co\/m0jZPqSAvi https:\/\/t.co\/4iJK1Jv1gG",Canada
DTN World News: Strikes on Syria markets 'kill dozens': At least 44 people have been killed and dozens hurt in... https:\/\/t.co\/uSEvNGGnSi,Canada
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/nDge0ZflRO,Canada
"Syria\u2019s Arch of Triumph, destroyed by Islamic State, recreated in London https:\/\/t.co\/EyOMwSUApe",London
"Air strikes on a vegetable market in opposition-held northwest Syria killed around 40 people and wounded dozens on Tuesday, a rebel c...",N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/BXOel1hKrG,N/A
"Before Watchdog Mission, a Trail of Videos Warned of Chlorine Gas Attacks in Syria https:\/\/t.co\/VC3pC3SVKs",N/A
RT @markito0171: #Syria Regime bombed northern #Homs towns today with 20+ airstrikes \nhttps:\/\/t.co\/LuwHPSkokM,Canada
#BBCNews Strikes on Syria markets 'kill dozens': At least 44 people have been killed and dozens hu... https:\/\/t.co\/7GDBkbImOS |TheDailyPR,Canada
\u0634\u062a\u0627\u0646 \u0628\u064a\u0646 \u0627\u0648\u0631\u062f\u0648\u063a\u0627\u0646 \u0627\u0644\u0645\u0633\u0644\u0645 \u0643\u064a\u0641 \u064a\u0642\u0628\u0644 \u0627\u064a\u062f\u064a \u0627\u0644\u0644\u0627\u062c\u0626\u064a\u064a\u0646 \u0627\u0644\u0633\u0648\u0631\u064a\u064a\u0646 \u0648\u0628\u064a\u0646 \u0627\u0644\u0646\u0635\u0631\u0627\u0646\u064a \u0627\u0630\u0644\u0647\u0645 ! #Syria https:\/\/t.co\/GiLJG08dUI,Canada
RT @BenSwann_: Clinton Email Shows US Sought Syria Regime Change for Israel\u2019s Sake https:\/\/t.co\/KI0WO5FTE7  via @BenSwann_ https:\/\/t.co\/Ksb\u2026,Canada
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a veget... https:\/\/t.co\/ZuIzlLTBDb #topnews #news,N/A
RT @iran_policy: .@Maryam_Rajavi: #Iran regime will collapse when Assad is toppled in #Syria https:\/\/t.co\/CwfgKH8W02 https:\/\/t.co\/yW8B5dkYoo,Canada
Anti- Imperialist U: Alternative #Media Spotlight 3 https:\/\/t.co\/Uc1TNOvjWK #FalseFlag #Libya #Palestine #Venezuela #Russia #Syria #UK #US,N/A
[AW News] Denmark expands military mission against Islamic State into Syria via @ameborworld_com https:\/\/t.co\/9L6bF4Jpx8,Africa
RT @BlacklistedNews: Israel Actively \u201cCooperates\u201d with the Islamic State and Al Qaeda. Military Aid Channelled into Syria out of the\u2026 https\u2026,Canada
"Movie London has fallen \n\nMengajar kita yang nyawa orang2 US ni lebih berharga dari nyawa orang palestin , syria etc . Fukyuu",Madrid
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/uzlxPwUcdI,Mumbai
RT @amnesty: Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria https:\/\/t.co\/y82iqy\u2026,Canada
"BREAKING: Russia 'breaks' military deal with US and carry out \""simulated attacks\"" on US warplanes over #Syria \nhttps:\/\/t.co\/5w3xUrWyf7",Rome
RT @amnesty: Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria https:\/\/t.co\/y82iqy\u2026,London
Strikes on Syria markets 'kill dozens': At least 44 people have been killed and dozens hurt in Syrian governme... https:\/\/t.co\/c08cxYHzF2,Jakarta
Syria Political Talks Hit New Snags: Prospects for a political resolution to Syria\u2019s crisis have dimmed after ... https:\/\/t.co\/4tg78i69cV,Baghdad
"\u2018Nobody is in control\u2019 CIA, Pentagon backed groups fighting each other in Syria https:\/\/t.co\/0wczNi2b2y #staged https:\/\/t.co\/TWEgkVQtOb",Canada
"Great idea! Lets increase the terrorthreat and general violence, create more refugees and kill more innocent people in Syria! Fuckthisshit.",N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/COzi71s7w9,Kolkata
Syria conflict: Air strikes on Idlib markets 'kill dozens' - BBC News https:\/\/t.co\/NV9tcD65xm,Canada
Strikes on Syria markets 'kill dozens' https:\/\/t.co\/Su54sBQb8T,Jakarta
"Syria\u2019s Arch of Triumph, destroyed by Islamic State, recreated in London #WorldNews https:\/\/t.co\/tH3ds4g4fb",N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/FytsfYQrlq,Kolkata
Family of Journalist Slain by Islamic State Sues Syria - ABC News: Family of Journalist Slain by Islami... https:\/\/t.co\/pztKoGJ12y #Syria,N/A
Putin Urges Obama to Close Turkey-Syria Border - Newsweek: NewsweekPutin Urges Obama to Close Turkey-Sy... https:\/\/t.co\/2nmSN6yydT #Syria,N/A
"RT @USATODAY: The arc will appear in London, New York, Dubai and eventually Palmyra itself. https:\/\/t.co\/m0jZPqSAvi https:\/\/t.co\/4iJK1Jv1gG",Canada
'Children of Syria' Traces Family From War-Torn Aleppo to Refuge in Germany - Newsweek: Newsweek'Childr... https:\/\/t.co\/hRef5HVpb8 #Syria,N/A
Syria conflict: Air strikes on Idlib markets 'kill dozens' - BBC News: BBC NewsSyria conflict: Air stri... https:\/\/t.co\/iBp8iMOxS2 #Syria,N/A
The Inhuman Atrocity Regime is NOT part of the REAL federal government. Congress even declared war on them. #OldNews https:\/\/t.co\/Ok1zsUV2fp,Canada
RT @VOANews: Syria Political Talks Hit New Snags https:\/\/t.co\/X1xsTtD7ZQ https:\/\/t.co\/slxAohh5Oq,Canada
#TwitterKurds #Rojava #YPG #YPJ #SDF #Syria #ISIS #Daesh  https:\/\/t.co\/uHCkKThWRz,Madrid
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/EcpKR04P0k,Canada
"No problem if opposition boycotts Syria talks, government says https:\/\/t.co\/aYjU1YCddE https:\/\/t.co\/O9aL0ObXJl",Canada
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/wkZQh1o9uB,Canada
RT @HafizAlias94: still look cute. https:\/\/t.co\/j2fnIX6QGW,Malaysia
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/7tNVyAybP8,N/A
"RT @1957_Tintin_: 38 Martyrs identified so far,dozens still yet to be identified,all victims of SAA airstrikes\n#Idlib cs #Syria APR19 https\u2026",N/A
RT @EAMENA123: Excited for #10ICAANE - @robertbewley &amp; Emma Cunliffe CIPA Wshop on Saving the Heritage of Syria Thurs 28 April https:\/\/t.co\u2026,Alaska
The Latest: Syria opposition blames gov't for deadly strikes #Generalnews https:\/\/t.co\/eBB6eSNC3I,Athens
"RT @OrientNewsEn: Five Syrians killed, five wounded as rocket projectiles from #Syria hit #Turkey\u2019s south https:\/\/t.co\/zgSgXzfrIe https:\/\/t\u2026",EuropeLondon
RT @Ahmad_Voshagh1: Syria: The United Nations-brokered Peace talks threatened as violence surges https:\/\/t.co\/Af8sgdx6o7 #politics #melbour\u2026,N/A
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/FHkEFVaVEu,N/A
RT @SyriaTwitte: #Syria \u062c\u064a\u0634 \u0627\u0644\u0625\u0633\u0644\u0627\u0645 \u064a\u0639\u0644\u0646 \u062a\u0643\u0628\u064a\u062f \u0642\u0648\u0627\u062a \u0627\u0644\u0623\u0633\u062f \u062e\u0633\u0627\u0626\u0631 \u0641\u064a \u0627\u0644\u0623\u0631\u0648\u0627\u062d \u0648\u0627\u0644\u0639\u062a\u0627\u062f: \u0623\u0639\u0644\u0646 \u062c\u064a\u0634 \u0627\u0644\u0625\u0633\u0644\u0627\u0645\u060c \u0627\u0644\u064a\u0648\u0645 \u0627\u0644\u062b... https:\/\/t.co\/DiahS1X2Xs\u2026,Baghdad
"Before Watchdog Mission, a Trail of Videos Warned of Chlorine Gas Attacks in Syria https:\/\/t.co\/XOqg9kb6Q6",N/A
RT @takeshisakuragi: \u9042\u306b\u304d\u305f\u3002\u50d5\u304c\u77e5\u308b\u9650\u308a\u3067\u3059\u304c\u3001\u30ed\u30b7\u30a2\u7a7a\u7206\u304c\u59cb\u307e\u3063\u3066\u304b\u3089\u898b\u304b\u3051\u306a\u304b\u3063\u305f\u3001\u6d77\u5916\u30e1\u30c7\u30a3\u30a2\u304b\u3089\u306e\u73fe\u5730\u30eb\u30dd\u304c\u914d\u4fe1\u3055\u308c\u307e\u3057\u305f\u3002CNN\u3067\u3059\u3002Clarissa Ward\u8a18\u8005\u3002\u5834\u6240\u3001\u30a4\u30c9\u30ea\u30d6\u3002\u6642\u671f\u3001\u505c\u6226\u4ee5\u5f8c\u306a\u306e\u3067\u3064\u3044\u6700\u8fd1\u3002\u73fe\u5730\u306e\u58f0\u3092\u4e01\u5be7\u306b\u62fe\u3063\u3066\u3044\u307e\u3059\u3002h\u2026,Canada
RT @1957_Tintin_: #Syria: At least 9 civilians killed in a regime airstrike on the road between the Bala town and Deir al-Asafir. \nhttps:\/\/\u2026,N/A
RT @amnesty: Disturbing footage shows horrific reality for Syrians under attack by their own government. #Daraya #Syria https:\/\/t.co\/y82iqy\u2026,Canada
\ud83d\udc94 https:\/\/t.co\/HH7eJqOZ5a,Copenhagen
@attigon LMAO https:\/\/t.co\/R91KBlu8I0 @meiigas @RamiAlLolah,Canada
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/ILernd5GlY,N/A
[AW News] Denmark expands military mission against Islamic State into Syria via @ameborworld_com https:\/\/t.co\/bKY5CZUQRC,Africa
"RT @1957_Tintin_: At least 30 civilians killed in today's multiple #Syria|n regime strikes on Kafranbel and Ma\u02bfarrat al-Nu\u02bfm\u0101n, dlib. https\u2026",N/A
"RT @USATODAY: The arc will appear in London, New York, Dubai and eventually Palmyra itself. https:\/\/t.co\/m0jZPqSAvi https:\/\/t.co\/4iJK1Jv1gG",Delhi
Voil\u00e0 comment les soldats SAA d\u00e9fendent leurs positions... Et pourquoi il les perdent. https:\/\/t.co\/KES0TGnM4Z,Canada
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/UNa9BWZoSO,Canada
#Turkey: Turkish army send reinforcements to #Kilis at the border with #Syria after deadly #ISIS shelling. https:\/\/t.co\/alBySx1Rr4,Canada
Air Strike On Market Kills Around 40 In Opposition-Held Northwest Syria: Air strikes on a vegetable market in ... https:\/\/t.co\/phtw1hdont,Canada
"RT @1957_Tintin_: #Syria: More horrific aftermath photos of today's heavy regime airstrikes on rebel-held Ma\u02bfarrat al-Nu\u02bfm\u0101n, #Idlib. https\u2026",N/A
".@hijab_riad: #Assad Will Not Stay in Power, His Crimes Won't Go Unpunished https:\/\/t.co\/kRb7KeaViB \n#Syria #Geneva https:\/\/t.co\/lzx0Bvc9E4",Canada
